country_iso,country_name,year,total_cases,total_deaths,population,cases_per_100k,deaths_per_100k,mortality_rate
NCL,New Caledonia,2021,12890.0,281.0,285214,4519.41,98.52,2.17998
NCL,New Caledonia,2022,66649.0,33.0,287123,23212.7,11.49,0.0495131
NCL,New Caledonia,2023,488.0,0.0,289870,168.35,0.0,0.0
NCL,New Caledonia,2024,139.0,0.0,292639,47.5,0.0,0.0
NER,Niger,2020,3208.0,101.0,23717613,13.53,0.43,3.14838
NER,Niger,2021,4157.0,173.0,24502140,16.97,0.71,4.16165
NER,Niger,2022,2129.0,40.0,25311973,8.41,0.16,1.87882
NER,Niger,2023,21.0,1.0,26159867,0.08,0.0,4.7619
NER,Niger,2024,14.0,0.0,27032412,0.05,0.0,0.0
NGA,Nigeria,2020,86576.0,1278.0,213996181,40.46,0.6,1.47616
NGA,Nigeria,2021,154937.0,1752.0,218529286,70.9,0.8,1.13078
NGA,Nigeria,2022,24937.0,125.0,223150896,11.17,0.06,0.501263
NGA,Nigeria,2023,738.0,0.0,227882945,0.32,0.0,0.0
NGA,Nigeria,2024,2.0,0.0,232679478,0.0,0.0,0.0
NIC,Nicaragua,2020,4829.0,165.0,6565267,73.55,2.51,3.41686
NIC,Nicaragua,2021,8734.0,52.0,6644741,131.44,0.78,0.595374
NIC,Nicaragua,2022,1802.0,28.0,6730654,26.77,0.42,1.55383
NIC,Nicaragua,2023,750.0,0.0,6823613,10.99,0.0,0.0
NIC,Nicaragua,2024,84.0,0.0,6916140,1.21,0.0,0.0
NLD,Netherlands,2020,773198.0,11539.0,17441500,4433.09,66.16,1.49237
NLD,Netherlands,2021,2312304.0,9421.0,17533044,13188.3,53.73,0.407429
NLD,Netherlands,2022,5480565.0,2016.0,17700982,30961.9,11.39,0.0367845
NLD,Netherlands,2023,65388.0,10.0,17877117,365.76,0.06,0.0152933
NLD,Netherlands,2024,17566.0,0.0,17994237,97.62,0.0,0.0
NOR,Norway,2020,49785.0,436.0,5379475,925.46,8.1,0.875766
NOR,Norway,2021,345124.0,958.0,5408320,6381.35,17.71,0.277581
NOR,Norway,2022,1080762.0,3442.0,5457127,19804.6,63.07,0.318479
NOR,Norway,2023,28258.0,896.0,5519594,511.96,16.23,3.17078
NOR,Norway,2024,28527.0,0.0,5572272,511.95,0.0,0.0
NPL,Nepal,2020,260596.0,2758.0,28966574,899.64,9.52,1.05834
NPL,Nepal,2021,567838.0,8836.0,29475010,1926.51,29.98,1.55608
NPL,Nepal,2022,172569.0,425.0,29715436,580.74,1.43,0.246278
NPL,Nepal,2023,2450.0,12.0,29694614,8.25,0.04,0.489796
NPL,Nepal,2024,0.0,0.0,29651054,0.0,0.0,0.0
NRU,Nauru,2020,0.0,0.0,11643,0.0,0.0,0.0
NRU,Nauru,2021,0.0,0.0,11709,0.0,0.0,0.0
NRU,Nauru,2022,4621.0,1.0,11801,39157.7,8.47,0.0216403
NRU,Nauru,2023,772.0,0.0,11875,6501.05,0.0,0.0
NRU,Nauru,2024,0.0,0.0,11947,0.0,0.0,0.0
NZL,New Zealand,2020,1807.0,25.0,5090200,35.5,0.49,1.38351
NZL,New Zealand,2021,11939.0,26.0,5111300,233.58,0.51,0.217774
NZL,New Zealand,2022,2043704.0,2280.0,5117100,39938.7,44.56,0.111562
NZL,New Zealand,2023,382925.0,1292.0,5245000,7300.76,24.63,0.337403
NZL,New Zealand,2024,224052.0,888.0,5338500,4196.91,16.63,0.396336
OMN,Oman,2020,128719.0,1497.0,4522497,2846.19,33.1,1.163
OMN,Oman,2021,176770.0,2986.0,4500424,3927.85,66.35,1.6892
OMN,Oman,2022,93819.0,145.0,4730226,1983.39,3.07,0.154553
OMN,Oman,2023,141.0,0.0,5049269,2.79,0.0,0.0
OMN,Oman,2024,0.0,0.0,5281538,0.0,0.0,0.0
PAK,Pakistan,2020,477240.0,10047.0,235001746,203.08,4.28,2.10523
PAK,Pakistan,2021,817621.0,18874.0,239477801,341.42,7.88,2.3084
PAK,Pakistan,2022,280790.0,1714.0,243700667,115.22,0.7,0.610421
PAK,Pakistan,2023,4980.0,21.0,247504495,2.01,0.01,0.421687
PAK,Pakistan,2024,0.0,0.0,251269164,0.0,0.0,0.0
PAN,Panama,2020,238279.0,3933.0,4293261,5550.07,91.61,1.65059
PAN,Panama,2021,252764.0,3492.0,4345405,5816.81,80.36,1.38153
PAN,Panama,2022,532735.0,1142.0,4400773,12105.5,25.95,0.214365
PAN,Panama,2023,19049.0,88.0,4458759,427.23,1.97,0.461967
PAN,Panama,2024,2239.0,110.0,4515577,49.58,2.44,4.91291
PER,Peru,2020,1010496.0,93066.0,32838579,3077.16,283.4,9.20993
PER,Peru,2021,1276998.0,109518.0,33155882,3851.5,330.31,8.57621
PER,Peru,2022,2166742.0,15594.0,33475438,6472.63,46.58,0.719698
PER,Peru,2023,50984.0,2338.0,33845617,150.64,6.91,4.58575
PER,Peru,2024,24652.0,485.0,34217848,72.04,1.42,1.96739
PHL,Philippines,2020,472523.0,9230.0,112081264,421.59,8.24,1.95334
PHL,Philippines,2021,2371346.0,42274.0,113100950,2096.66,37.38,1.7827
PHL,Philippines,2022,1218790.0,13893.0,113964338,1069.45,12.19,1.1399
PHL,Philippines,2023,134620.0,1403.0,114891199,117.17,1.22,1.04219
PHL,Philippines,2024,8183.0,69.0,115843670,7.06,0.06,0.843211
PLW,Palau,2020,0.0,0.0,17792,0.0,0.0,0.0
PLW,Palau,2021,12.0,0.0,17783,67.48,0.0,0.0
PLW,Palau,2022,5959.0,9.0,17759,33554.8,50.68,0.151032
PLW,Palau,2023,296.0,0.0,17727,1669.77,0.0,0.0
PLW,Palau,2024,107.0,1.0,17695,604.69,5.65,0.934579
PNG,Papua New Guinea,2020,780.0,9.0,9815746,7.95,0.09,1.15385
PNG,Papua New Guinea,2021,35410.0,581.0,10012896,353.64,5.8,1.64078
PNG,Papua New Guinea,2022,10524.0,79.0,10203169,103.14,0.77,0.750665
PNG,Papua New Guinea,2023,150.0,31.0,10389635,1.44,0.3,20.6667
PNG,Papua New Guinea,2024,0.0,0.0,10576502,0.0,0.0,0.0
POL,Poland,2020,1297400.0,28642.0,37515748,3458.28,76.35,2.20765
POL,Poland,2021,2811801.0,68416.0,36981559,7603.25,185.0,2.43317
POL,Poland,2022,2259187.0,21475.0,36821749,6135.47,58.32,0.950563
POL,Poland,2023,263677.0,1705.0,36687353,718.71,4.65,0.646624
POL,Poland,2024,137628.0,738.0,36554707,376.5,2.02,0.536228
PRI,Puerto Rico,2020,84661.0,1676.0,3281590,2579.88,51.07,1.97966
PRI,Puerto Rico,2021,232900.0,1643.0,3262711,7138.24,50.36,0.705453
PRI,Puerto Rico,2022,823067.0,2255.0,3220137,25560.0,70.03,0.273975
PRI,Puerto Rico,2023,112085.0,364.0,3203792,3498.51,11.36,0.324753
PRI,Puerto Rico,2024,0.0,0.0,3203295,0.0,0.0,0.0
PRT,Portugal,2020,377474.0,6695.0,10297081,3665.84,65.02,1.77363
PRT,Portugal,2021,905174.0,12193.0,10361831,8735.66,117.67,1.34703
PRT,Portugal,2022,4267920.0,6885.0,10434332,40902.7,65.98,0.16132
PRT,Portugal,2023,88960.0,2157.0,10578174,840.98,20.39,2.42469
PRT,Portugal,2024,31189.0,1154.0,10701636,291.44,10.78,3.70002
PRY,Paraguay,2020,106136.0,2220.0,6603739,1607.21,33.62,2.09166
PRY,Paraguay,2021,359965.0,14404.0,6684182,5385.33,215.49,4.0015
PRY,Paraguay,2022,259264.0,3064.0,6760464,3835.0,45.32,1.18181
PRY,Paraguay,2023,10394.0,192.0,6844146,151.87,2.81,1.84722
PRY,Paraguay,2024,0.0,0.0,6929153,0.0,0.0,0.0
PYF,French Polynesia,2020,16851.0,114.0,279209,6035.26,40.83,0.676518
PYF,French Polynesia,2021,29574.0,522.0,279792,10570.0,186.57,1.76506
PYF,French Polynesia,2022,31532.0,13.0,280378,11246.2,4.64,0.0412279
PYF,French Polynesia,2023,1370.0,0.0,281118,487.34,0.0,0.0
PYF,French Polynesia,2024,224.0,1.0,281807,79.49,0.35,0.446429
QAT,Qatar,2020,143621.0,245.0,2794148,5140.06,8.77,0.170588
QAT,Qatar,2021,106166.0,372.0,2504910,4238.32,14.85,0.350395
QAT,Qatar,2022,239545.0,68.0,2657333,9014.49,2.56,0.0283871
QAT,Qatar,2023,25192.0,5.0,2656032,948.48,0.19,0.0198475
QAT,Qatar,2024,0.0,0.0,2857822,0.0,0.0,0.0
ROU,Romania,2020,627941.0,15596.0,19265250,3259.45,80.95,2.48367
ROU,Romania,2021,1179282.0,43118.0,19122059,6167.13,225.49,3.65629
ROU,Romania,2022,1501257.0,8660.0,19048502,7881.23,45.46,0.57685
ROU,Romania,2023,204113.0,1340.0,19059479,1070.93,7.03,0.656499
ROU,Romania,2024,55152.0,239.0,19069340,289.22,1.25,0.433348
RWA,Rwanda,2020,8250.0,86.0,13065837,63.14,0.66,1.04242
RWA,Rwanda,2021,102308.0,1263.0,13355260,766.05,9.46,1.23451
RWA,Rwanda,2022,22421.0,118.0,13651030,164.24,0.86,0.526292
RWA,Rwanda,2023,229.0,1.0,13954471,1.64,0.01,0.436681
RWA,Rwanda,2024,58.0,0.0,14256567,0.41,0.0,0.0
SAU,Saudi Arabia,2020,362601.0,6214.0,31552510,1149.2,19.69,1.71373
SAU,Saudi Arabia,2021,192816.0,2661.0,30784383,626.34,8.64,1.38007
SAU,Saudi Arabia,2022,271567.0,640.0,32175224,844.03,1.99,0.235669
SAU,Saudi Arabia,2023,14485.0,131.0,33702731,42.98,0.39,0.904384
SAU,Saudi Arabia,2024,0.0,0.0,35300280,0.0,0.0,0.0
SDN,Sudan,2020,25500.0,1561.0,46789231,54.5,3.34,6.12157
SDN,Sudan,2021,21411.0,1776.0,48066924,44.54,3.69,8.2948
SDN,Sudan,2022,16791.0,1658.0,49383346,34.0,3.36,9.87434
SDN,Sudan,2023,291.0,51.0,50042791,0.58,0.1,17.5258
SDN,Sudan,2024,0.0,0.0,50448963,0.0,0.0,0.0
SEN,Senegal,2020,18945.0,402.0,16789219,112.84,2.39,2.12193
SEN,Senegal,2021,55925.0,1488.0,17220867,324.75,8.64,2.66071
SEN,Senegal,2022,14030.0,78.0,17651103,79.49,0.44,0.555951
SEN,Senegal,2023,150.0,3.0,18077573,0.83,0.02,2.0
SEN,Senegal,2024,270.0,1.0,18501984,1.46,0.01,0.37037
SGP,Singapore,2020,58569.0,29.0,5685807,1030.09,0.51,0.0495142
SGP,Singapore,2021,220836.0,799.0,5453566,4049.39,14.65,0.361807
SGP,Singapore,2022,1921974.0,883.0,5637022,34095.6,15.66,0.0459423
SGP,Singapore,2023,723688.0,243.0,5917648,12229.3,4.11,0.033578
SGP,Singapore,2024,81640.0,70.0,6036860,1352.36,1.16,0.0857422
SLB,Solomon Islands,2020,17.0,0.0,744498,2.28,0.0,0.0
SLB,Solomon Islands,2021,7.0,0.0,762591,0.92,0.0,0.0
SLB,Solomon Islands,2022,21587.0,153.0,781066,2763.79,19.59,0.70876
SLB,Solomon Islands,2023,4343.0,46.0,800005,542.87,5.75,1.05918
SLB,Solomon Islands,2024,0.0,0.0,819198,0.0,0.0,0.0
SLE,Sierra Leone,2020,2583.0,76.0,7912558,32.64,0.96,2.94232
SLE,Sierra Leone,2021,4400.0,47.0,8094602,54.36,0.58,1.06818
SLE,Sierra Leone,2022,777.0,3.0,8276807,9.39,0.04,0.3861
SLE,Sierra Leone,2023,19.0,0.0,8460512,0.22,0.0,0.0
SLE,Sierra Leone,2024,206.0,0.0,8642022,2.38,0.0,0.0
SLV,El Salvador,2020,45960.0,1327.0,6234673,737.17,21.28,2.88729
SLV,El Salvador,2021,75781.0,2496.0,6255782,1211.38,39.9,3.2937
SLV,El Salvador,2022,80044.0,407.0,6280319,1274.52,6.48,0.50847
SLV,El Salvador,2023,51.0,0.0,6309624,0.81,0.0,0.0
SLV,El Salvador,2024,134.0,0.0,6338193,2.11,0.0,0.0
SMR,San Marino,2020,2401.0,59.0,34770,6905.38,169.69,2.45731
SMR,San Marino,2021,5850.0,40.0,34252,17079.3,116.78,0.683761
SMR,San Marino,2022,14918.0,22.0,33755,44194.9,65.18,0.147473
SMR,San Marino,2023,2123.0,5.0,33860,6269.94,14.77,0.235516
SMR,San Marino,2024,0.0,0.0,33977,0.0,0.0,0.0
SOM,Somalia,2020,4714.0,130.0,16651191,28.31,0.78,2.75774
SOM,Somalia,2021,18818.0,1203.0,17271431,108.95,6.97,6.39282
SOM,Somalia,2022,3778.0,28.0,17801897,21.22,0.16,0.741133
SOM,Somalia,2023,24.0,0.0,18358615,0.13,0.0,0.0
SOM,Somalia,2024,0.0,0.0,19009151,0.0,0.0,0.0
SRB,Serbia,2020,334991.0,3163.0,6899126,4855.56,45.85,0.944204
SRB,Serbia,2021,962156.0,9525.0,6834326,14078.3,139.37,0.989964
SRB,Serbia,2022,1148332.0,4827.0,6664449,17230.7,72.43,0.420349
SRB,Serbia,2023,122483.0,542.0,6623183,1849.31,8.18,0.44251
SRB,Serbia,2024,0.0,0.0,6587202,0.0,0.0,0.0
STP,Sao Tome and Principe,2020,1014.0,17.0,217435,466.35,7.82,1.67653
STP,Sao Tome and Principe,2021,2863.0,40.0,221961,1289.87,18.02,1.39714
STP,Sao Tome and Principe,2022,2402.0,20.0,226305,1061.4,8.84,0.832639
STP,Sao Tome and Principe,2023,457.0,3.0,230871,197.95,1.3,0.656455
STP,Sao Tome and Principe,2024,35.0,0.0,235536,14.86,0.0,0.0
SUR,Suriname,2020,6098.0,120.0,612317,995.89,19.6,1.96786
SUR,Suriname,2021,45933.0,1069.0,617896,7433.78,173.01,2.3273
SUR,Suriname,2022,29550.0,204.0,623164,4741.93,32.74,0.690355
SUR,Suriname,2023,914.0,11.0,628886,145.34,1.75,1.2035
SUR,Suriname,2024,11.0,2.0,634431,1.73,0.32,18.1818
SVK,Slovakia,2020,179543.0,2138.0,5458827,3289.04,39.17,1.1908
SVK,Slovakia,2021,662190.0,14497.0,5447247,12156.4,266.13,2.18925
SVK,Slovakia,2022,1017453.0,4188.0,5431752,18731.6,77.1,0.411616
SVK,Slovakia,2023,16343.0,384.0,5426740,301.16,7.08,2.34963
SVK,Slovakia,2024,10117.0,71.0,5422069,186.59,1.31,0.701789
SVN,Slovenia,2020,115411.0,2881.0,2102419,5489.44,137.03,2.4963
SVN,Slovenia,2021,341431.0,3208.0,2108079,16196.3,152.18,0.939575
SVN,Slovenia,2022,843961.0,2712.0,2112076,39958.8,128.4,0.321342
SVN,Slovenia,2023,53614.0,889.0,2120461,2528.41,41.92,1.65815
SVN,Slovenia,2024,7931.0,224.0,2126324,372.99,10.53,2.82436
SWE,Sweden,2020,447759.0,9706.0,10353442,4324.74,93.75,2.16768
SWE,Sweden,2021,878413.0,5639.0,10415811,8433.46,54.14,0.641953
SWE,Sweden,2022,1354059.0,6961.0,10486941,12911.9,66.38,0.514084
SWE,Sweden,2023,66386.0,4380.0,10536632,630.05,41.57,6.59778
SWE,Sweden,2024,25177.0,1740.0,10569709,238.2,16.46,6.91107
SYC,Seychelles,2020,226.0,0.0,98462,229.53,0.0,0.0
SYC,Seychelles,2021,24562.0,126.0,99258,24745.6,126.94,0.512987
SYC,Seychelles,2022,25567.0,46.0,119878,21327.5,38.37,0.179919
SYC,Seychelles,2023,865.0,0.0,119773,722.2,0.0,0.0
SYC,Seychelles,2024,679.0,0.0,121354,559.52,0.0,0.0
TCA,Turks and Caicos Islands,2020,865.0,6.0,44386,1948.81,13.52,0.693642
TCA,Turks and Caicos Islands,2021,2418.0,20.0,45243,5344.47,44.21,0.82713
TCA,Turks and Caicos Islands,2022,3196.0,10.0,45847,6971.01,21.81,0.312891
TCA,Turks and Caicos Islands,2023,231.0,4.0,46198,500.02,8.66,1.7316
TCA,Turks and Caicos Islands,2024,123.0,0.0,46535,264.32,0.0,0.0
TCD,Chad,2020,2077.0,105.0,17224679,12.06,0.61,5.05537
TCD,Chad,2021,3624.0,76.0,17828273,20.33,0.43,2.09713
TCD,Chad,2022,1949.0,13.0,18455316,10.56,0.07,0.667009
TCD,Chad,2023,48.0,0.0,19319064,0.25,0.0,0.0
TCD,Chad,2024,4.0,0.0,20299123,0.02,0.0,0.0
TGO,Togo,2020,3611.0,68.0,8669720,41.65,0.78,1.88313
TGO,Togo,2021,26552.0,180.0,8878379,299.06,2.03,0.677915
TGO,Togo,2022,9180.0,42.0,9089738,100.99,0.46,0.457516
TGO,Togo,2023,184.0,0.0,9304337,1.98,0.0,0.0
TGO,Togo,2024,10.0,0.0,9515236,0.11,0.0,0.0
THA,Thailand,2020,6893.0,121.0,71641484,9.62,0.17,1.7554
THA,Thailand,2021,2216551.0,21637.0,71727332,3090.25,30.17,0.976156
THA,Thailand,2022,2500484.0,11971.0,71735329,3485.71,16.69,0.478747
THA,Thailand,2023,38456.0,848.0,71702435,53.63,1.18,2.20512
THA,Thailand,2024,46079.0,224.0,71668011,64.3,0.31,0.486122
TJK,Tajikistan,2020,13665.0,90.0,9749310,140.16,0.92,0.658617
TJK,Tajikistan,2021,3828.0,35.0,9966908,38.41,0.35,0.914316
TJK,Tajikistan,2022,293.0,0.0,10182222,2.88,0.0,0.0
TJK,Tajikistan,2023,0.0,0.0,10389799,0.0,0.0,0.0
TJK,Tajikistan,2024,0.0,0.0,10590927,0.0,0.0,0.0
TKM,Turkmenistan,2020,0.0,0.0,6949912,0.0,0.0,0.0
TKM,Turkmenistan,2021,0.0,0.0,7092043,0.0,0.0,0.0
TKM,Turkmenistan,2022,0.0,0.0,7230193,0.0,0.0,0.0
TKM,Turkmenistan,2023,0.0,0.0,7364438,0.0,0.0,0.0
TKM,Turkmenistan,2024,0.0,0.0,7494498,0.0,0.0,0.0
TON,Tonga,2020,0.0,0.0,105704,0.0,0.0,0.0
TON,Tonga,2021,1.0,0.0,105490,0.95,0.0,0.0
TON,Tonga,2022,16411.0,12.0,105042,15623.3,11.42,0.0731216
TON,Tonga,2023,537.0,0.0,104597,513.4,0.0,0.0
TON,Tonga,2024,43.0,1.0,104175,41.28,0.96,2.32558
TTO,Trinidad and Tobago,2020,7132.0,126.0,1366725,521.83,9.22,1.76669
TTO,Trinidad and Tobago,2021,83697.0,2699.0,1367558,6120.18,197.36,3.22473
TTO,Trinidad and Tobago,2022,95204.0,1458.0,1365805,6970.54,106.75,1.53145
TTO,Trinidad and Tobago,2023,5463.0,107.0,1367510,399.49,7.82,1.95863
TTO,Trinidad and Tobago,2024,0.0,0.0,1368333,0.0,0.0,0.0
TUN,Tunisia,2020,137216.0,4620.0,11974057,1145.94,38.58,3.36695
TUN,Tunisia,2021,588626.0,20944.0,12048622,4885.42,173.83,3.55812
TUN,Tunisia,2022,421729.0,3720.0,12119334,3479.8,30.69,0.882083
TUN,Tunisia,2023,5790.0,139.0,12200431,47.46,1.14,2.40069
TUN,Tunisia,2024,0.0,0.0,12277109,0.0,0.0,0.0
TUR,Turkey,2020,2194272.0,20642.0,83384680,2631.5,24.76,0.940722
TUR,Turkey,2021,7247492.0,61462.0,84147318,8612.86,73.04,0.848045
TUR,Turkey,2022,7562913.0,19315.0,84979913,8899.65,22.73,0.255391
TUR,Turkey,2023,10.0,0.0,85325965,0.01,0.0,0.0
TUR,Turkey,2024,25.0,0.0,85518661,0.03,0.0,0.0
TUV,Tuvalu,2020,0.0,0.0,10399,0.0,0.0,0.0
TUV,Tuvalu,2021,0.0,0.0,10194,0.0,0.0,0.0
TUV,Tuvalu,2022,2779.0,0.0,9992,27812.2,0.0,0.0
TUV,Tuvalu,2023,164.0,1.0,9816,1670.74,10.19,0.609756
TUV,Tuvalu,2024,0.0,0.0,9646,0.0,0.0,0.0
UGA,Uganda,2020,35220.0,304.0,44457152,79.22,0.68,0.863146
UGA,Uganda,2021,107451.0,2993.0,45910930,234.04,6.52,2.78546
UGA,Uganda,2022,27291.0,333.0,47312719,57.68,0.7,1.22018
UGA,Uganda,2023,1998.0,2.0,48656601,4.11,0.0,0.1001
UGA,Uganda,2024,275.0,0.0,50015092,0.55,0.0,0.0
UKR,Ukraine,2020,988108.0,15278.0,44680014,2211.52,34.19,1.54619
UKR,Ukraine,2021,2617976.0,77255.0,44298640,5909.83,174.4,2.95094
UKR,Ukraine,2022,1709592.0,15716.0,41048766,4164.78,38.29,0.919284
UKR,Ukraine,2023,210004.0,1669.0,37732836,556.56,4.42,0.794747
UKR,Ukraine,2024,16060.0,7.0,37860221,42.42,0.02,0.0435865
URY,Uruguay,2020,17991.0,168.0,3398968,529.31,4.94,0.9338
URY,Uruguay,2021,392349.0,6001.0,3396695,11550.9,176.67,1.52951
URY,Uruguay,2022,601677.0,1394.0,3390913,17743.8,41.11,0.231686
URY,Uruguay,2023,25905.0,63.0,3388081,764.59,1.86,0.243196
URY,Uruguay,2024,4669.0,69.0,3386588,137.87,2.04,1.47783
USA,United States,2020,19577585.0,352004.0,331577720,5904.37,106.16,1.79799
USA,United States,2021,33956701.0,467051.0,332099760,10224.8,140.64,1.37543
USA,United States,2022,45877410.0,265838.0,334017321,13735.0,79.59,0.579453
USA,United States,2023,4025133.0,82041.0,336806231,1195.09,24.36,2.03822
USA,United States,2024,,48384.0,340110988,,14.23,0.0
UZB,Uzbekistan,2020,9.0,0.0,33586372,0.03,0.0,0.0
UZB,Uzbekistan,2021,116776.0,860.0,34243696,341.01,2.51,0.736453
UZB,Uzbekistan,2022,50507.0,156.0,34938955,144.56,0.45,0.308868
UZB,Uzbekistan,2023,7789.0,0.0,35652307,21.85,0.0,0.0
UZB,Uzbekistan,2024,1.0,0.0,36361859,0.0,0.0,0.0
VCT,Saint Vincent and the Grenadines,2020,115.0,0.0,103526,111.08,0.0,0.0
VCT,Saint Vincent and the Grenadines,2021,5837.0,83.0,102841,5675.75,80.71,1.42196
VCT,Saint Vincent and the Grenadines,2022,3783.0,36.0,102046,3707.15,35.28,0.951626
VCT,Saint Vincent and the Grenadines,2023,136.0,5.0,101323,134.22,4.93,3.67647
VCT,Saint Vincent and the Grenadines,2024,0.0,0.0,100616,0.0,0.0,0.0
VUT,Vanuatu,2020,1.0,0.0,298858,0.33,0.0,0.0
VUT,Vanuatu,2021,6.0,0.0,305868,1.96,0.0,0.0
VUT,Vanuatu,2022,12007.0,14.0,313046,3835.54,4.47,0.116599
VUT,Vanuatu,2023,5.0,0.0,320409,1.56,0.0,0.0
VUT,Vanuatu,2024,0.0,0.0,327777,0.0,0.0,0.0
WSM,Samoa,2020,1.0,0.0,211944,0.47,0.0,0.0
WSM,Samoa,2021,1.0,0.0,213779,0.47,0.0,0.0
WSM,Samoa,2022,16277.0,29.0,215261,7561.52,13.47,0.178165
WSM,Samoa,2023,703.0,2.0,216663,324.47,0.92,0.284495
WSM,Samoa,2024,95.0,0.0,218019,43.57,0.0,0.0
YEM,Yemen,2020,2101.0,611.0,36134863,5.81,1.69,29.0814
YEM,Yemen,2021,8025.0,1373.0,37140230,21.61,3.7,17.109
YEM,Yemen,2022,1819.0,175.0,38222876,4.76,0.46,9.62067
YEM,Yemen,2023,0.0,0.0,39390799,0.0,0.0,0.0
YEM,Yemen,2024,0.0,0.0,40583164,0.0,0.0,0.0
ZAF,South Africa,2020,1039161.0,28033.0,60562381,1715.85,46.29,2.69766
ZAF,South Africa,2021,2407371.0,63028.0,61502603,3914.26,102.48,2.61813
ZAF,South Africa,2022,602048.0,11507.0,62378410,965.15,18.45,1.91131
ZAF,South Africa,2023,24056.0,27.0,63212384,38.06,0.04,0.112238
ZAF,South Africa,2024,237.0,0.0,64007187,0.37,0.0,0.0
ZMB,Zambia,2020,20462.0,386.0,19059395,107.36,2.03,1.88642
ZMB,Zambia,2021,228731.0,3344.0,19603607,1166.78,17.06,1.46198
ZMB,Zambia,2022,85003.0,293.0,20152938,421.79,1.45,0.344694
ZMB,Zambia,2023,15108.0,46.0,20723965,72.9,0.22,0.304474
ZMB,Zambia,2024,588.0,9.0,21314956,2.76,0.04,1.53061
ZWE,Zimbabwe,2020,13625.0,360.0,15526888,87.75,2.32,2.6422
ZWE,Zimbabwe,2021,198103.0,4637.0,15797210,1254.04,29.35,2.3407
ZWE,Zimbabwe,2022,48372.0,640.0,16069056,301.03,3.98,1.32308
ZWE,Zimbabwe,2023,5972.0,94.0,16340822,36.55,0.58,1.57401
ZWE,Zimbabwe,2024,331.0,9.0,16634373,1.99,0.05,2.71903
